text,label
Một bệnh nhân mắc Hội chứng Fregoli tin rằng một thành viên trong gia đình họ đã bị mạo danh và họ từ chối ăn uống nếu người đó chuẩn bị thức ăn. Gia đình nên xử lý tình huống này như thế nào?,Hội chứng Fregoli
"Danh sách dưới đây là những triệu chứng phổ biến liên quan tới rối loạn nhân cách né tránh (AVPD):
 
 Nhu cầu được mọi người yêu thích
 
 Hội chứng không niềm vui (Anhedonia): thiếu niềm vui trong các hoạt động
 
 Lo âu về việc nói hay làm sai điều gì
 
 Lo âu trong các tình huống xã hội
 
 Tránh xung đột (trở thành “người làm vừa lòng mọi người”)
 
 Tránh tương tác trong các môi trường công việc hoặc từ chối sự tiến cử
 
 Tránh những mối quan hệ gần gũi và chia sẻ những cảm xúc thân mật
 
 Tránh đưa ra những quyết định
 
 Tránh những tình huống hay sự kiện xã hội
 
 Dễ bị tổn thương bởi những lời chỉ trích hay sự không tán thành
 
 Bận tâm về bản thân mình một cách thái quá
 
 Thất bại trong việc bắt đầu một mối quan hệ xã hội
 
 Thái độ lo sợ và căng thẳng
 
 Cảm giác không xứng đáng
 
 Quá mẫn cảm với đánh giá tiêu cực
 
 Thiếu tính quyết đoán
 
 Thiếu tin tưởng vào mọi người xung quanh
 
 Lòng tự trọng thấp
 
 Hiểu sai những tình huống trung lập là tiêu cực
 
 Không có bạn thân/ thiếu các mối quan hệ xã hội
 
 Tự cô lập bản thân
 
 Hạn hẹp mối quan hệ xã hội
 
 Không muốn chấp nhận rủi ro hay thử những điều mới mẻ
 
 Tự xem bản thân là người lạc lõng hay kém cỏi với xã hội
 
 Cảnh giác với những dấu hiệu của sự từ chối hoặc không chấp nhận",Rối loạn nhân cách né tránh (AVPD)
"A. Hành vi vận động lặp đi lặp lại, không mục đích (ví dụ, bắt tay hoặc vẫy tay,
 đung đưa cơ thể, đánh vào đầu, tự cắn, cấu véo bản thân).
 B. Hành vi vận động lặp đi lặp lại cản trở đáng kể đến các hoạt động xã hội, học
 tập hoặc các hoạt động khác và có thể tự gây tổn thương.
 C. Khởi phát ở giai đoạn sớm của sự phát triển.
 D. Không thể quy hành vi vận động lặp đi lặp lại cho tác dung sinh lí của một
 chất hay một bệnh thần kinh và không thể được giải thích tốt hơn bởi một rối
 loạn phát triển thần kinh hoặc một rối loạn tâm thần khác (ví dụ, chứng nhổ tóc,
 OCD).",Khác
"Thuật ngữ ""Hội chứng Stockholm"" được các chuyên gia nào đặt tên?",Hội chứng Stockholm
Rất nhạy cảm với những nhận xét về trọng lượng cơ thể là sự sai lệch trong nhìn nhận của người mắc chán ăn tâm lý đúng không?,Chán ăn tâm thần
"Các nhà nghiên cứu không phủ nhận tồn tại một số hậu quả tiêu cực của việc dành ra một lượng thời gian nhất định chỉ để xem phim khiêu dâm, nhưng họ đang lập luận rằng việc gắn mác nghiện khiêu dâm không phù hợp cho việc nghiên cứu",Chứng nghiện
Các triệu chứng dương tính của tâm thần phân liệt là gì?,Tâm thần phân liệt
Phương pháp điều trị thường được sử dụng cho hội chứng Munchausen là gì?,Hội chứng Munchausen
Người bị ADHD thường có xu hướng:,Rối loạn tăng động giảm chú ý (ADHD)
"tuổi gì là tuổi ẩm ương, giai đoạn chuyển giao giữa thời ấu thơ và tuổi trưởng thành, là khi ảnh hưởng của cha mẹ giảm đi và ảnh hưởng của bạn bè bắt đầu trở nên lớn hơn.",Nghiện mạng xã hội
"Liệu pháp nhận thức hành vi còn có tên gọi là Cognitive Behavioral Therapy (CBT) là một liệu pháp giúp người bệnh có thể kiểm soát và điều chỉnh tốt các suy nghĩ tiêu cực, sai lệch của mình khi phải đối diện với những tác nhân gây sợ hãi.",Chứng sợ không gian hẹp (Claustrophobia)
Bệnh nhân lo ngại rằng hành động mà họ sẽ thực hiện hay sự biểu hiện triệu chứng lo âu sẽ bị đánh giá tiêu cực (ví dụ: là nhục nhã hoặc lúng túng; sẽ dẫn đến sự từ chối hoặc xúc phạm người khác),Rối loạn lo âu xã hội (SAD)
 Dấu hiệu sợ hãi hoặc lo âu ở trẻ em được biểu hiện bằng các biểu hiện nào ?,Rối loạn lo âu
"Thuốc điều trị chứng trầm cảm ở trẻ em khi trẻ cảm thấy u buồn, lo lắng và có hành vi ám ảnh nhiều tuần hoặc nhiều tháng?",Rối loạn phát triển
Một trong những giả thuyết về nguyên nhân của hội chứng Stendhal liên quan đến gì?,Hội chứng Stendhal
Một nhà nghiên cứu muốn hiểu rõ hơn về hiện tượng EHS và lên kế hoạch sử dụng máy chụp cộng hưởng từ (MRI) để theo dõi hoạt động não. Ông ta nên theo dõi phần nào của não để có thể tìm hiểu về sự liên quan đến EHS?,Hội chứng Exploding Head
"Em đã khám ở bệnh viện Trung ương của thành phố, cũng đã được xác định là trầm cảm và điều trị có đỡ, tự ngưng thuốc thì bị tái lại thì bác sĩ nghĩ nhiều khả năng là em bị trầm cảm hơn là tự kỷ.",Rối loạn phổ tự kỷ (ASD)
"Tuy nhiên với quan niệm mất ngủ theo Đông Y thì đây là vấn đề có liên quan đến sự suy yếu của lục phủ ngũ tạng. Y học cổ truyền cho rằng mất ngủ thuộc phạm trù chứng chứng “thất miên”(thất ở đây là mất, miên nghĩa là ngủ) “bất mị” (bất nghĩa là không, mị là ngủ) hoặc “bất đắc miên”.",Mất ngủ
"Hội chứng Asperger là đoạn cuối trong phổ tự kỷ “chức năng cao”. Người mắc bệnh này có thể bao gồm cả trẻ em và người lớn với những ảnh hưởng đến tương tác trong giao tiếp. Cụ thể, người bệnh có thể trở nên thông minh hơn so với người khác nhưng kỹ năng xã hội lại trở nên khó khăn hơn. Đồng thời, họ còn hình thành xu hướng bị ám ảnh vì chỉ tập trung vào một chủ đề hoặc chỉ thực hiện các hành vi giống nhau lặp lại rất nhiều lần.",Rối loạn phổ tự kỷ (ASD)
Các triệu chứng của rối loạn lo âu lan toả có thể khác nhau. Chúng bao gồm: Không có khả năng bỏ lo lắng qua một bên hay loại bỏ sự lo âu,Rối loạn lo âu lan tỏa (GAD)
Thời gian trung bình dành cho Social media mỗi ngày trên toàn cầu trong quý 2 năm 2023 là bao nhiêu,Nghiện mạng xã hội
"Hội chứng Stockholm có thể nhận biết thông qua ba triệu chứng riêng biệt, bao gồm: Nạn nhân nảy sinh những cảm xúc mang xu hướng tích cực đối với những kẻ đang giam giữ hoặc ngược đãi họ. Nạn nhân nảy sinh những cảm xúc mang xu hướng tiêu cực đối với cảnh sát, cơ quan chức năng hoặc các nhân vật có thẩm quyền hay bất kỳ những ai đang cố gắng giải thoát họ khỏi những kẻ đã bắt giữ mình. Họ thậm chí từ chối hợp tác chống lại những kẻ này. Nạn nhân bắt đầu nhận thức được con người của kẻ bắt giữ họ và tin rằng họ có cùng mục tiêu cũng như quan điểm với mình",Hội chứng Stockholm
Có bao nhiêu người đến khám RLCD tại bệnh viện Bình Dân TPHCM từ 2000 tới 2002?,Rối loạn cường dương
"Nghiện rượu là tình trạng phổ biến và có thể ảnh hưởng đến cả nam giới và phụ nữ ở mọi lứa tuổi. Những người nghiện rượu sẽ tiếp tục uống ngay cả khi biết uống rượu gây ra những hậu quả tiêu cực đến họ, chẳng hạn như khiến họ bị mất việc, tuy nhiên lý do này vẫn chưa đủ mạnh để khiến họ ngưng uống rượu.",Chứng nghiện
"Hiện nay, ngoài việc điều trị theo phác đồ của các bác sĩ, người bệnh có thể kết hợp với các bài thuốc dân gian để tăng hiệu quả khắc phục bệnh nhanh chóng hơn",Rối loạn tiền đình
"Hội chứng ám ảnh cân nặng (Weight Obsession Disorder  WOD) là một rối loạn tâm lý khiến người bệnh lo lắng thái quá về cân nặng, hình thể và ngoại hình của bản thân",Rối loạn ăn uống
Do tính chất hiếm gặp của bệnh và khiếm khuyết trong hiểu biết của bệnh nhân nên hiện chưa có phương pháp điều trị một cách hiệu quả. Trị liệu tâm lý phối hợp với thuốc chống loạn thần là một biện pháp can thiệp phổ biến.,Hội chứng Capgras
"Nghiên cứu phương pháp trị liệu hành vi áp dụng cho bệnh nhân rối loạn ám ảnh cưỡng chế thấy rằng phần lớn đều thành công nếu hoàn thành cả khóa điều trị và người bệnh có dấu hiệu tích cực ngay khóa điều trị đầu tiên kết thúc. Cũng theo nghiên cứu này với hơn 300 bệnh nhân OCD điều trị theo phương pháp ""đối diện và đáp trả"" có 76% chữa khỏi sau từ 3 tháng đến 6 năm. Phương pháp trị liệu hành vi nhận thức khác với trị liệu hành vi ở chỗ nó nhấn mạnh đến sự thay đổi các mẫu niềm tin và suy nghĩ. Các nghiên cứu về sau nhắc nhở rằng trị liệu hành vi nhận thức cần được đánh giá đúng mức.",Rối loạn ám ảnh cưỡng chế (OCD)
"Tác hại của việc hút thuốc:
 Các khớp xương của bạn đa nhức và có đấu hiệu của bệnh viêm khớp.
 Hút thuốc làm đẩy nhanh quá trình lão hóa tự nhiên. Làn da tổn thương do khói thuốc rất khó lấy lại độ đàn hồi và mịn màng như trước, thậm chí thuốc lá còn khiến các bệnh về da như ung thư da trở nên trầm trọng hơn.
 Người nghiện thuốc lá có nhiều nguy cơ mắc bệnh đục thủy tinh thể, là nguyên nhân khiến thị lực của bạn yếu hơn gấp 3 lần những người không hút thuốc.
 Nam giới hút thuốc có nguy cơ mắc chứng rối loạn cương dương cao hơn người không hút thuốc. Ở nữ giới, chứng nghiện thuốc lá g làm gia tăng nguy cơ mắc bệnh ung thư cổ tử cung.
 Ngưới hút thuốc có thể đối mặt với những bệnh về răng miệng như răng ố vàng, ung thư miệng, hơi thở nặng mùi, viêm tuyến nước bọt…",Chứng nghiện
"Các bác sĩ thường khuyến khích người bệnh nên ưu tiên bổ sung nguồn protein từ động vật như thịt, cá, sữa hay trứng bởi có hàm lượng acid amin và các dưỡng chất cao, rất tốt cho hệ thần kinh. Tuy nhiên nếu bổ sung quá nhiều chất này có thể làm tăng cân, khó tiêu, tổn thương các cơ quan chức năng cho cơ thể nên người bệnh cần chú ý.Bạn cũng có thể ưu tiên lựa chọn nguồn protein dễ tiêu hóa, protein từ thực vật như hạt điều, hạnh nhân, óc chó hay whey protein cho những người tập thể hình.",Rối loạn thần kinh thực vật
"Sự sợ hãi hoặc lo âu hoặc né tránh không phải là triệu chứng của RLTT khác, ví dụ, rối loạn ám ảnh sợ biệt định, rối loạn lo âu xã hội, OCD, ám ảnh sợ dị hình, rối loạn lo âu bị chia cắt, rối loạn stress sau sang chấn.",Hội chứng sợ khoảng rộng (agoraphobia)
"mình có cô con gái
 bé khá hiểu chuyện ,con biết quan tâm mọi người. rất ít khi xin tiền tiêu vặt chỉ khi mình chủ động cho thì mới nhận
 từ nhỏ con rất ít khi khóc nhưng không hiểu sao càng lớn con lại nhạy cảm khóc nhiều hơn. đa số chuyện khiến bé khóc là thấy ba mẹ cực. hôm nay mình có lỡ lời với con thì bé hỏi"" vậy sinh con ra là sai lầm đúng k"". mình rối bảo nó nói lung tung gì vậy xong r cũng lên phòng. hiện tại mình k biết con nghĩ gì sợ con nghĩ mấy lời trc đây mà đâm ra tiêu cực hoặc đây chỉ là đang tuổi rối loạn khi phát triển bth thôi .
 chỉ là đang ở tuổi rối loạn đk, mình nên khuyên bé điều j để bé tự tin hơn",Rối loạn tâm lý
"Các triệu chứng mất ngủ thường xuất hiện ở thanh niên, ít ở trẻ nhỏ và vị thành viên:
  Cá nhân luôn phàn nàn không thỏa mãn với chất lượng giấc ngủ của mình
  Buồn khổ lâm sàng, giảm sút khả năng xử lý công việc, giao tiếp, học hành
  Vẫn xảy ra mặc dù có cơ hội để ngủ
 Chứng khó ngủ làm cá nhân cảm thấy buồn khổ, năng lực cơ thể yếu đuối, hoặc giảm sút các khả năng hành xử các công việc hằng ngày.",Mất ngủ
"Tự ti về ngoại hình: Một số bạn gái tự ti ngoại hình, nhưng lý tưởng hoá về bản thân, chỉnh sửa và đăng những hình ảnh ảo. Những phản hồi tích cực này lại càng thúc đẩy họ nghiện mạng xã hội.",Nghiện mạng xã hội
"Các triệu chứng của ADHD có thể cải thiện theo độ tuổi, nhưng nhiều người trưởng thành được chẩn đoán mắc bệnh này khi còn trẻ vẫn tiếp tục gặp vấn đề. Những người bị ADHD cũng có thể gặp thêm các vấn đề khác, chẳng hạn như rối loạn giấc ngủ và lo âu.",Rối loạn tăng động giảm chú ý (ADHD)
"Hội chứng Cotard có thể gây ra bởi nhiều bệnh lý khác nhau do đó không có phương pháp điều trị chung cho hội chứng này. Thay vào đó cần xác định chính xác nguyên nhân gây ra để có thể đề ra kế hoạch điều trị phù hợp với từng nguyên nhân. Liệu pháp sốc điện là một liệu pháp tiềm năng trong điều trị hội chứng Cotard, bằng việc truyền một dòng điện nhỏ qua não của bạn để tạo ra những cơn động kinh nhỏ khi bạn đang được gây mê. Điều này giúp thay đổi dẫn truyền thần kinh và chức năng não, có thể cải thiện triệu chứng ở một số người. Tuy nhiên liệu pháp sốc điện có thể gây một số rủi ro như mất trí nhớ, lú lẫn, buồn nôn và đau cơ.",Hội chứng Cotard
"Ở người bệnh trầm cảm sau sinh, phải một thời gian dài mới xảy ra các hành vi giết hại con hay tự sát đúng không?",Trầm cảm sau sinh
"Bị bạo lực học đường, lạm dụng tình dục, là nạn nhân của các tai nạn thương tâm đều có thể là nguyên nhân gây sang chấn tâm lý ở trẻ em. Trẻ nhỏ có tâm lý rất yếu nên những tổn thương tinh thần này có thể tác động trực tiếp đến sức khỏe, tinh thần, theo bé đến suốt đời và ảnh hưởng nghiêm trọng đến sự phát triển bình thường của con.",Căng thẳng Stress
"Đây là một nhóm bệnh lý có đặc tính chung là các rối loạn tâm thần, thể hiện bằng các triệu chứng cơ thể.",Rối loạn dạng cơ thể
"Người bệnh nên tăng cường các thực phẩm tốt cho trí não, thực phẩm làm tăng sức đề kháng, giúp cung cấp năng lượng hoạt động và cải thiện giấc ngủ. Một chế độ ăn với đầy đủ các dưỡng chất cần thiết sẽ đem đến sức khỏe tuyệt vời cho hệ thần kinh thực vật.",Rối loạn thần kinh thực vật
Trong giai đoạn này người bệnh sẽ được chỉ định áp dụng phương pháp sốc điện khi có xuất hiện các triệu chứng của loạn thần hoặc những hành vi tự sát.,Khác
Trọng tâm chính của người mắc Hội chứng Fregoli là gì?,Hội chứng Fregoli
hội chứng sợ không gian hẹp là gì,Chứng sợ không gian hẹp (Claustrophobia)
Tự kỷ điển hình (Autism) là gì?,Rối loạn phổ tự kỷ (ASD)
Loại thuốc nào điều trị rối loạn giấc ngủ?,Rối loạn phát triển
chúng ta nên tìm hiểu những tác động tiêu cực của phim khiêu dâm đến cuộc sống như thế nào,Chứng nghiện
"Rối loạn không thể được giải thích tốt hơn bởi một rối loạn tâm thần khác (ví dụ, giai đoạn hưng cảm).",Khác
"Trẻ bị tự kỷ bẩm sinh rất đa dạng về các triệu chứng, chủ yếu là những vấn đề liên quan đến giao tiếp, ngôn ngữ, hành vi, tương tác xã hội, suy giảm trí tuệ, rối loạn sở thích, tính cách, kỹ năng xã hội.",Rối loạn phổ tự kỷ (ASD)
Các nước nào đã cấm những người mẫu siêu gầy trình diễn sau sự ra đi của người mẫu Brasil Ana Carolina Reston?,Chán ăn tâm thần
"Các chuyên gia còn cho biết thêm, bạn sẽ có nguy cơ mắc phải hội chứng này cao hơn nếu ba mẹ hoặc những thành viên trong gia đình có tiền sử bị bệnh trước đó. Khi trẻ nhỏ thấy người thân của mình sợ hãi hoặc hoảng loạn trước một nơi nào đó, trẻ cũng có xu hướng lo lắng và hoảng sợ theo.",Chứng sợ không gian hẹp (Claustrophobia)
"Ở lứa tuổi học đường, trầm cảm, rối loạn lo âu hay rối loạn hành vi là một trong những dạng rối loạn tâm thần thường gặp nhất",Rối loạn tâm thần
"Suy nghĩ tích cực được hiểu đơn giản đó chính là suy nghĩ, thái độ lạc quan, tập trung vào những ưu điểm, những điều tốt đẹp trong hầu hết các tình huống xảy ra.",Rối loạn cảm xúc
Biểu hiện chính của bệnh nhân mắc hội chứng hoang tưởng Capgras là gì?,Hội chứng Capgras
"Người bị rối loạn cảm xúc lưỡng cực (bipolar disorder) trải qua cả trầm cảm và những giai đoạn hưng cảm, theo DSM – IV – TR cơn hưng cảm bao gồm ít nhất 3 trong số các triệu chứng sau : Tự đánh giá bị trơ lì hoặc cảm thấy mình vĩ đại; giảm nhu cầu ngủ; nói nhiều hơn bình thường hoặc có sự thúc bách cần phải nói; tư duy dồn dập; dễ bối rối; tăng hoạt động hoặc kích động tâm vận động; tham gia quá mức vào các hoạt động nguy hiểm. Những cá nhân hưng cảm đi lại rất nhanv, nói nhanh, to, những đoạn đối thoại của họ thường có nhiều lời bông đùa và cố gắng tỏ ra tài giỏi. Họ thích những gì chói rọi sặc sỡ. Họ ít có khả năng phán xét và có thể tham gia vào những hoạt động nguy hiểm mà nếu như họ ít hưng cảm hơn thì họ sẽ từ chối. Họ cũng có thể trở nên hoàn toàn bất mãn với hành động của người khác, những người họ cho rằng cản trở họ đạt được những kế hoạch to lớn của mình. Điều thú vị là khi đang ở giai đoạn hưng cảm rất nhiều người tỏ ra hoàn toàn hạnh phúc nhưng điều này không phải lúc nào cũng đúng.",Khác
OCD phổ biến hơn bệnh rối loạn lưỡng cực đúng không?,Rối loạn ám ảnh cưỡng chế (OCD)
"Một bệnh nhân được chẩn đoán rối loạn điều chỉnh vì mất người thân gần đây. Sau một thời gian điều trị bằng liệu pháp tâm lý, bệnh nhân vẫn có biểu hiện trầm cảm kéo dài hơn 6 tháng. Điều này cho thấy điều gì về tình trạng của bệnh nhân?",Rối loạn điều chỉnh (AD)
"Củ gừng giúp chống viêm, giảm đau, thư giãn mạch máu và cải thiện giấc ngủ. Chị em có thể thêm nguyên liệu này vào các món cá, gà, bò, nước chấm hoặc nấu trà thảo mộc cho trẻ thưởng thức.",Mất ngủ
 Các triệu chứng của tâm thần phân liệt thường xuất hiện trong thời gian bao lâu ?,Tâm thần phân liệt
Hoang tưởng tự cao (có mối quan hệ đặc biệt với một người nổi tiếng) là thường thấy.,Hoang tưởng
"Trong rối loạn ám ảnh cưỡng bức lo âu do các ý tưởng, hình ảnh, tư duy xuất hiện mang tính cưỡng bức gây ra hay nói lo âu trong phạm vi ám ảnh.",Rối loạn ám ảnh cưỡng chế (OCD)
Rối loạn phân ly tuổi thiếu niên phát triển ở trẻ bao nhiêu tuổi?,Rối loạn phát triển
"Dạo này tôi thường xuyên nóng giận, chỉ những chuyện nhỏ, đơn giản nhưng khi ai nói gì tôi cũng dễ nổi cáu. Tôi hay cảm thấy mệt mỏi, chán nản, không muốn nói chuyện với ai. Lúc nào tôi cũng có cảm giác mọi người đang nói điều gì đó về mình. Thậm chí, tôi còn có suy nghĩ muốn kết thúc cuộc sống sớm.",Rối loạn trầm cảm
"Hoang tưởng bị coi là kì quái nếu chúng hoang đường rõ rệt, khó hiểu đối với những người sống cùng một nền văn hóa, và không xuất phát từ những trải nghiệm trong cuộc sống hàng ngày. Một ví dụ về hoang tưởng kì quái là niềmtin rằng có một thế lực bên ngoài đã lấy mất nội tạng của mình, và thay thế bằng nội tạng của người khác mà không để lại vết thương hay vết sẹo nào. Một ví dụ về hoang tưởng không kì quái là niềm tin rằng mình đang bị cảnh sát theo dõi, mặc dù không có bằng chứng thuyết phục nào. Hoang tưởng biểu hiện sự mất kiểm soát đối với tâm trí hoặc cơ thể thường được coi là kì quái, trong đó bao gồm niềm tin rằng suy nghĩ của mình đã bị lấy đi bởi một thế lực bên ngoài (tư duy bị đánh cắp), và thay thế bằng suy nghĩ của người ngoài hành tinh (tư duy bị áp đặt), hoặc rằng cơ thể hay hành động của mình đang bị điều khiển hoặc thao túng bởi một thế lực bên ngoài nào đó (hoang tưởng bị kiểm soát). Sự phân liệt giữa một hoang tưởng với một ý tưởng được tin mạnh mẽ thỉnh thoảng bị khó khăn, một phần phụ thuộc vào mức độ thuyết phục của niềm tin, mặc dù đã có bằng chứng đối lập rõ ràng hay hợp lý về sự xác thực của chúng",Hoang tưởng
"Hội chứng Munchausen diễn ra vô cùng phức tạp, các nghiên cứu và khảo sát đã chỉ ra một số yếu tố có thể tăng nguy cơ mắc phải tình trạng này, bao gồm:
 
 Hội chứng Munchausen có thể xuất phát từ việc người bệnh bị bỏ rơi hoặc chịu đựng các vấn đề tâm lý trong quá khứ. Ví dụ từng bị mất người thân yêu hoặc có bệnh nghiêm trọng thời thơ ấu.
 Người bị bệnh có thể thích lừa dối các chuyên gia y tế, tạo cho mình cảm giác thoải mái và quyền lực.
 Người bệnh có thể liên tưởng đến những kỷ niệm lúc nhỏ của mình khi được chăm sóc chu đáo. Lớn lên không có được cảm giác như vậy nhiều nên họ tự tạo ra tổn thương mình để được chăm sóc.
 Cảm giác cô đơn và thiếu quan tâm từ gia đình hoặc bạn bè có thể làm cho một số người cảm thấy cần phải giả mạo bệnh tật để thu hút sự chú ý và quan tâm từ người khác.",Hội chứng Munchausen
Rối loạn nhân cách chống đối xã hội (ASPD) là gì?,Rối loạn nhân cách chống đối xã hội (ASPD)
 Rối loạn căng trương lực do một bệnh cơ thể khác có thể được giải thích tốt hơn bởi một rối loạn tâm thần khác không ?,Khác
"Khi thói quen khiêu dâm của một người chiếm hết cả thời gian ngủ và làm việc của họ, có thể người đấy đã bị nghiện tình dục. Các hành vi có thể được bắt nguồn từ một cái gì đó khác ngoài chứng nghiện tình dục ví dụ như di chứng của bệnh trầm cảm. Dù bất cứ lý do gì thì người này cũng thật sự cần phải được chữa trị.",Chứng nghiện
"Em gái tôi gần đây có 1 số biểu hiện bất thường. Luôn cố gắng ăn diện với những bộ đồ lòe loẹt và đầy khiêu khích, thậm chí thường có những hành động quyến rũ khi đi chơi ở nơi đông người hoặc những nơi không thích hợp để làm như vậy. Cô ấy có mối quan hệ rộng rãi nhưng kém chất lượng, cô thường phản ứng thái quá với những sự kiện rất bình thường và cực kì nhạy cảm với những lời chỉ trích. Cô ấy luôn muốn mọi người làm theo ý mình, muốn được mọi người an ủi và xem mình là nạn nhân, nếu không thì cô ấy sẽ cảm thấy khó chịu và phản ứng rất mãnh liệt.",Rối loạn nhân cách kịch (HPD)
"A. Một giai đoạn bất thường rõ rệt và gia tăng hoặc bùng nổ hoặc kích thích và bền vững của khí sắc, tăng các hoạt động có mục đích hoặc tăng năng lượng, kéo dài ít 4 ngày liên tục và tồn tại hầu hết thời gian trong ngày và hầu như mọi ngày.",Rối loạn lưỡng cực (Bipolar disorder)
"Bệnh nhân rối loạn dạng cơ thể luôn bận tâm, lo lắng và đau khổ vì các triệu chứng cơ thể của mình dù thầy thuốc đã giải thích về nguyên nhân tâm lý của người bệnh. Họ luôn cho rằng đây là một bệnh cơ thể thực thụ cần phải khám và điều trị tỉ mỉ, vì vậy mà người bệnh thường đi khám và điều trị bằng thuốc đồng thời điều đó gây ảnh hưởng đến hoạt động xã hội và nghề nghiệp của bệnh nhân trong nhiều năm.",Rối loạn dạng cơ thể
"Tổn thương vùng hạ đồi có thể dẫn đến những bất thường trong việc điều chỉnh nhiệt độ, cách ăn uống, hành vi tình dục và sự nhanh nhẹn.",Rối loạn ăn uống
"""Bệnh Parkinson vô căn"" có nghĩa là gì?",Bệnh Parkinson
Người bệnh rối loạn thần kinh thực vật nên dùng thực phẩm gì ?,Rối loạn thần kinh thực vật
"Ngoài những lý do trên, còn một số yếu tố ảnh hưởng khác phải kể đến như: Nạn nhân thiết lập mối quan hệ thân thiện với kẻ bắt cóc và nhờ đó xoay chuyển tình thế",Hội chứng Lima
"Tăng cường dung nạp nhóm thực phẩm giàu vitamin và khoáng chất (măng tây, cải bó xôi, đậu bắp, bí ngô, bông cải xanh, trái bưởi, hạnh nhân, hạt óc chó, ngũ cốc nguyên cám…)",Rối loạn tiền đình
"Năm nay cháu 20 tuổi, cháu mới sinh em bé được hơn một tháng. Từ lúc cháu sinh xong thì vợ chồng cháu luôn bất hòa khiến cháu phải suy nghĩ rất nhiều. Cháu cảm thấy buồn chán, mệt mỏi, hay khó chịu, giận dỗi, hay đau đầu, lo lắng, ăn không ngon, và hay thức đêm và cháu hay khóc một mình ở trong phòng. Đôi khi chồng cháu nói nặng lời, cháu cũng khóc rồi. Hơn một tháng nay cháu ít nói chuyện. Có lúc người khác hỏi mà cháu không muốn trả lời. Cháu tự suy nghĩ rằng không biết mình đã làm gì sai mà chồng lại đối xử với cháu như vậy và cháu muốn đi đến một nơi thật xa để không gặp lại anh ấy nữa.",Trầm cảm sau sinh
Một học giả đang nghiên cứu về hội chứng Stendhal muốn biết ai đã đặt tên cho hội chứng này và tiến hành các nghiên cứu ban đầu. Ông nên tìm hiểu về ai?,Hội chứng Stendhal
Phát triển các kỹ năng xã hội và giao tiếp có thể:,Rối loạn tăng động giảm chú ý (ADHD)
Những dấu hiệu bệnh đặc trưng bao gồm gì ?,Rối loạn tiền đình
"Các triệu chứng chính của chứng mất trí nhớ phân ly bao gồm:
 1. Mất trí nhớ
 2. Không thể nhớ các sự kiện quan trọng
 3. Lú lẫn và mất phương hướng về bản thân
 4. Tách biệt hoặc tê liệt cảm xúc
 5. Suy giảm chức năng
 6. Mất trí nhớ phân ly thường được kích hoạt bởi một sự kiện gây chấn thương hoặc căng thẳng cao độ",Khác
"Mất ngủ sau sinh có thể được chẩn đoán khi các bà mẹ trong thời kì hậu sản thường xuyên cảm thấy buồn ngủ nhưng không thể nào chợp mắt được, cho dù bé đang ngủ say giấc. Những đối tượng này thường xuyên than phiền vì cảm thấy bồn chồn, lo lắng và luôn lo sợ có điều gì xảy ra đối với con, thường xuyên kiểm tra xem giấc ngủ của con có bị tác động xấu không và cảm thấy lo lắng quá mức mỗi khi nghe bé khóc.",Mất ngủ
"Stress là phản ứng tự nhiên của cơ thể trước áp lực, có thể tăng sự tập trung và năng động. Tuy nhiên, stress kéo dài gây ra nhiều vấn đề nghiêm trọng cho sức khỏe. Dấu hiệu của stress nặng bao gồm: Rối loạn giấc ngủ (Khó ngủ, ngủ không ngon giấc, thường xuyên giật mình) ; Giảm trí nhớ, khó tập trung (Suy giảm trí nhớ, dễ quên, khó tập trung); Đau đầu, toàn thân nhức mỏi (Đau đầu kéo dài, nhức mỏi toàn thân); Rụng tóc (Căng thẳng làm giảm lưu lượng máu đến nang tóc, gây rụng tóc); Rối loạn kinh nguyệt (Kinh nguyệt không đều, đau bụng kinh dữ dội); Vấn đề về tiêu hóa ( Buồn nôn, đầy hơi, khó tiêu, đau dạ dày); Suy yếu hệ miễn dịch (Dễ cảm lạnh, cảm cúm do hệ miễn dịch suy yếu); Giảm hứng thú tình dục (Suy giảm ham muốn tình dục, rối loạn chức năng sinh dục) ;Stress nặng cần được quản lý thông qua các biện pháp như thể dục, kỹ thuật thư giãn và hỗ trợ từ chuyên gia để duy trì sức khỏe tinh thần và thể chất.",Căng thẳng Stress
Chứng sợ khoảng trống còn gọi là chứng sợ không gian rộng đúng không?,Hội chứng sợ khoảng rộng (agoraphobia)
Sự lo lắng trong mùa dịch bệnh về sự sạch sẽ có phải là OCD không?,Rối loạn ám ảnh cưỡng chế (OCD)
Có khoảng bao nhiêu người Việt Nam mắc các rối loạn tâm thần?,Rối loạn tâm thần
"Một người tên Lan đã tích trữ rất nhiều đồ đạc không cần thiết trong nhà, khiến không gian sống trở nên chật chội và bừa bộn. Lan thường xuyên cảm thấy căng thẳng và khó chịu khi nghĩ đến việc vứt bỏ những đồ đạc này. Lan cũng bắt đầu gặp khó khăn trong công việc và giao tiếp xã hội. Trong trường hợp của Lan, phương pháp điều trị nào sau đây là hiệu quả nhất để giúp cô ấy cải thiện tình trạng này?",Hội chứng Hoarding
Điều trị rối loạn nhân cách né tránh (AVPD): Một số liệu pháp tâm lý được sử dụng để điều trị rối loạn nhân cách né tránh bao gồm: Liệu pháp Tâm động học,Rối loạn nhân cách né tránh (AVPD)
